Brand,Model,Year,Transmission,Mileage,Fuel Type,Tax,MPG,Engine Size,Price
Audi,A8,2016,Automatic,37235,Diesel,205,48.7,3,22000
Vauxhall,GTC,2017,Automatic,8596,Petrol,205,42.8,1.4,12298
Hyundai,I800,2018,Manual,37530,Diesel,145,37.7,2.5,14795
Toyota,GT86,2018,Manual,35228,Petrol,145,36.2,2,18498
Hyundai,Santa Fe,2019,Semi-Auto,4890,Diesel,145,39.2,2.2,34495
Toyota,Avensis,2009,Manual,148371,Diesel,150,55.4,2,1985
Ford,Grand C-MAX,2017,Manual,30519,Petrol,30,54.3,1,11180
Vauxhall,GTC,2016,Manual,11991,Petrol,260,36.2,2,15995
Ford,KA,2010,Manual,80000,Petrol,30,55.4,1.2,3195
Toyota,Avensis,2017,Automatic,31774,Petrol,145,46.3,1.8,13295
Audi,A8,2018,Semi-Auto,12195,Diesel,145,50.4,3,35995
Ford,Grand C-MAX,2017,Manual,17242,Diesel,30,64.2,1.5,12444
Vauxhall,Combo Life,2019,Manual,5315,Petrol,145,42.2,1.2,19000
Toyota,Hilux,2017,Manual,46498,Diesel,260,40.4,2.4,18698
Vauxhall,GTC,2017,Automatic,5817,Petrol,200,42.8,1.4,11995
Ford,Galaxy,2018,Manual,31504,Diesel,145,56.5,2,19499
Audi,A8,2011,Automatic,105000,Diesel,235,42.8,3,9995
Audi,A8,2017,Semi-Auto,37492,Diesel,205,47.1,3,24500
Toyota,GT86,2020,Manual,3250,Petrol,145,33.2,2,25995
Toyota,Supra,2019,Semi-Auto,327,Petrol,145,34.5,3,47498
Ford,KA,2012,Manual,74000,Diesel,20,68.9,1.2,3499
Skoda,Kamiq,2019,Automatic,1000,Petrol,145,43.5,1.5,21995
Mercedes,S Class,2018,Semi-Auto,12955,Diesel,145,52.3,3,41632
VW,Caravelle,2019,Semi-Auto,7034,Diesel,145,29.4,2,48990
BMW,7 Series,2014,Automatic,53329,Diesel,160,50.4,3,13999
Mercedes,S Class,2015,Automatic,77719,Diesel,160,51.4,3,19991
Mercedes,S Class,2020,Semi-Auto,3999,Diesel,145,40.4,3,64980
Skoda,Yeti,2016,Semi-Auto,32174,Petrol,125,51.4,1.2,10995
Hyundai,IX20,2015,Automatic,29000,Petrol,205,43.6,1.6,7785
Vauxhall,Agila,2005,Manual,36000,Petrol,165,47.1,1.2,1995
Vauxhall,Combo Life,2019,Manual,1248,Diesel,145,53.3,1.5,16438
BMW,7 Series,2019,Semi-Auto,3200,Diesel,145,44.1,3,52490
Toyota,Hilux,2012,Manual,99600,Diesel,265,38.7,2.5,7750
Hyundai,I40,2015,Manual,33036,Diesel,20,67.3,1.7,9498
VW,Beetle,2006,Manual,117000,Diesel,150,50.4,1.9,3195
Audi,Q8,2019,Semi-Auto,7606,Diesel,145,33.6,3,57970
Audi,SQ5,2015,Automatic,82820,Diesel,260,41.5,3,20000
Toyota,Verso,2011,Manual,74488,Petrol,200,41.5,1.6,5899
Ford,Fusion,2011,Manual,35006,Petrol,200,42.8,1.6,3999
Skoda,Rapid,2018,Manual,21500,Petrol,150,61.4,1,9422
VW,Tiguan Allspace,2019,Automatic,9626,Diesel,145,39.2,2,26980
Vauxhall,GTC,2014,Manual,51099,Diesel,125,60.1,2,7298
Audi,A8,2018,Automatic,2249,Diesel,145,40.4,3,38572
Skoda,Yeti,2013,Automatic,36374,Petrol,160,44.1,1.2,9000
Mercedes,M Class,2015,Semi-Auto,43072,Diesel,205,39.2,2.1,20498
Ford,KA,2014,Manual,28883,Petrol,30,57.7,1.2,4430
BMW,6 Series,2017,Automatic,39890,Diesel,145,49.6,3,23750
Audi,Q8,2019,Automatic,6000,Diesel,145,32.8,3,64990
BMW,M4,2018,Semi-Auto,7732,Petrol,145,34,3,36498
BMW,X4,2017,Semi-Auto,25357,Diesel,200,47.9,3,25990
Mercedes,M Class,2004,Automatic,121000,Diesel,325,29.7,2.7,19950
Ford,Grand Tourneo Connect,2017,Manual,20122,Diesel,30,64.2,1.5,14000
VW,Arteon,2019,Semi-Auto,6789,Diesel,145,50.4,2,29995
VW,CC,2013,Automatic,41394,Diesel,145,53.3,2,10000
Mercedes,CLA Class,2016,Automatic,55700,Diesel,20,67.3,2.1,13795
Toyota,Prius,2017,Automatic,30687,Hybrid,0,94.1,1.8,20100
Hyundai,IX20,2016,Manual,15135,Petrol,125,50.4,1.4,8489
BMW,X4,2014,Automatic,67210,Diesel,200,47.9,3,18500
Audi,A8,2017,Automatic,3793,Diesel,145,50.4,3,34930
Ford,Mustang,2017,Manual,21575,Petrol,145,20.9,5,49999
Ford,KA,2018,Manual,7916,Petrol,150,43.5,1.2,9599
BMW,X6,2018,Semi-Auto,16334,Diesel,145,40.9,3,37790
BMW,M4,2020,Semi-Auto,2000,Petrol,145,32.5,3,51000
Hyundai,Santa Fe,2018,Semi-Auto,31350,Diesel,145,42.8,2.2,19099
BMW,7 Series,2017,Automatic,20671,Diesel,125,57.6,3,27500
Toyota,Prius,2013,Automatic,84553,Hybrid,0,68.9,1.8,13495
Toyota,Land Cruiser,2014,Automatic,54000,Diesel,325,34.9,3,25490
VW,Amarok,2018,Automatic,45325,Diesel,260,36.2,3,25490
Ford,Puma,2020,Manual,3214,Petrol,145,50.4,1,20590
VW,Caravelle,2019,Automatic,50,Diesel,145,32.8,2,40999
BMW,Z4,2020,Semi-Auto,1000,Petrol,145,38.7,2,34995
Mercedes,G Class,2016,Automatic,16000,Petrol,325,30.4,4,61948
Audi,A8,2019,Automatic,7890,Diesel,145,40.4,3,38975
VW,Caravelle,2019,Automatic,3800,Diesel,145,33.6,2,44995
Ford,Puma,2019,Manual,1225,Petrol,145,50.4,1,23999
Vauxhall,GTC,2015,Manual,36538,Petrol,160,47.1,1.4,8298
Ford,Galaxy,2016,Manual,19406,Diesel,125,56.5,2,16798
Mercedes,CLA Class,2016,Automatic,34612,Diesel,20,67.3,2.1,19748
VW,Scirocco,2015,Semi-Auto,17145,Petrol,160,44.1,2,15490
Toyota,Verso,2015,Manual,40857,Diesel,30,62.8,1.6,10495
Audi,RS3,2013,Semi-Auto,98386,Petrol,325,31,2.5,15490
VW,Arteon,2019,Semi-Auto,6601,Diesel,145,50.4,2,28622
Ford,Grand C-MAX,2017,Manual,10373,Petrol,145,54.3,1,12498
BMW,7 Series,2016,Semi-Auto,24446,Petrol,205,41.5,3,24995
VW,Shuttle,2019,Semi-Auto,3757,Diesel,145,33.2,2,30900
VW,Amarok,2019,Automatic,8500,Diesel,260,33.6,3,34490
Vauxhall,Combo Life,2018,Manual,5486,Diesel,145,53.3,1.5,14498
Hyundai,IX35,2014,Manual,50993,Diesel,150,53.3,2.2,7995
Skoda,Scala,2019,Automatic,3882,Diesel,145,54.3,1.6,20995
VW,Scirocco,2017,Semi-Auto,19458,Diesel,150,57.6,2,16495
BMW,M6,2006,Semi-Auto,89000,Petrol,570,19.1,5,12495
Audi,A7,2013,Automatic,93080,Diesel,145,55.4,3,12000
Audi,A8,2016,Automatic,26818,Diesel,200,47.9,3,21999
VW,Caravelle,2019,Semi-Auto,3365,Diesel,145,29.4,2,52999
Hyundai,Santa Fe,2017,Semi-Auto,29249,Diesel,235,42.8,2.2,18350
Mercedes,M Class,2015,Semi-Auto,44984,Diesel,300,39.2,3,21498
Toyota,Verso,2014,Manual,30437,Petrol,200,42.8,1.6,9491
Audi,A7,2013,Automatic,63250,Diesel,205,48.7,3,16500
Audi,RS4,2018,Semi-Auto,23249,Petrol,145,32.1,2.9,52422
BMW,X6,2016,Semi-Auto,38680,Diesel,200,47.1,3,27750
Mercedes,GLB Class,2020,Semi-Auto,1508,Diesel,145,47.9,2,35400
BMW,Z4,2020,Semi-Auto,5,Petrol,150,38.7,2,33850
BMW,6 Series,2015,Automatic,40517,Petrol,260,36.2,3,20000
VW,Arteon,2019,Manual,5000,Diesel,145,52.3,2,26490
Vauxhall,Combo Life,2020,Manual,1858,Petrol,145,42.2,1.2,18588
VW,Tiguan Allspace,2019,Automatic,6750,Diesel,145,39.2,2,28965
Skoda,Scala,2019,Manual,4451,Petrol,150,49.6,1,14990
Mercedes,M Class,2015,Automatic,25653,Diesel,200,39.2,2.1,19300
Mercedes,X-CLASS,2018,Automatic,21000,Diesel,260,35.8,2.3,27995
BMW,M5,2019,Automatic,13000,Petrol,150,24.1,4.4,69948
BMW,X6,2019,Semi-Auto,4000,Petrol,145,26.4,3,63999
BMW,7 Series,2019,Automatic,339,Petrol,145,34.5,3,47980
BMW,X4,2020,Semi-Auto,2679,Petrol,145,26.9,3,43898
Ford,Grand C-MAX,2017,Manual,35853,Diesel,30,64.2,1.5,10498
Skoda,Rapid,2013,Manual,44000,Petrol,30,55.4,1.2,4990
Hyundai,Santa Fe,2019,Automatic,10035,Diesel,145,42.8,2.2,30999
Ford,Edge,2017,Manual,21213,Diesel,150,47.9,2,21700
Skoda,Rapid,2013,Manual,56000,Diesel,20,72.4,1.6,5495
BMW,X6,2020,Semi-Auto,3340,Diesel,145,34.9,3,55890
Toyota,Prius,2019,Automatic,7000,Other,135,217.3,1.8,26990
Skoda,Scala,2020,Manual,1050,Petrol,145,49.6,1,17000
Ford,Grand Tourneo Connect,2017,Automatic,18209,Diesel,145,56.6,1.5,14998
Vauxhall,Combo Life,2019,Manual,8087,Diesel,150,53.3,1.5,13998
BMW,M4,2017,Manual,15500,Petrol,330,32.1,3,35995
Audi,A8,2018,Semi-Auto,4524,Diesel,145,40.4,3,35000
Audi,A8,2016,Automatic,70000,Diesel,200,47.9,3,17990
VW,Beetle,2018,Manual,15490,Petrol,145,51.4,1.2,16995
Toyota,Hilux,2019,Manual,28,Diesel,260,40.4,2.4,30495
Toyota,GT86,2017,Manual,6725,Petrol,145,36.2,2,19500
BMW,Z4,2020,Semi-Auto,1501,Petrol,145,38.7,2,34995
Ford,Galaxy,2018,Automatic,8339,Diesel,145,52.3,2,24499
Ford,Tourneo Custom,2019,Manual,3710,Diesel,150,35.3,2,19999
Skoda,Scala,2019,Semi-Auto,2355,Petrol,145,47.1,1,15998
Hyundai,IX35,2015,Manual,54076,Diesel,165,51.4,2,9795
Ford,Tourneo Connect,2019,Manual,1956,Diesel,145,61.4,1.5,17950
Mercedes,GLS Class,2016,Semi-Auto,32609,Diesel,300,37.2,3,39799
BMW,M3,2013,Semi-Auto,30500,Petrol,570,24.6,4,25945
Audi,A7,2020,Semi-Auto,1200,Diesel,150,38.2,3,38990
Hyundai,IX20,2016,Automatic,15728,Petrol,165,43.5,1.6,9750
Toyota,GT86,2017,Manual,14736,Petrol,150,36.2,2,18998
Hyundai,IX35,2015,Manual,40096,Diesel,145,54.3,1.7,8991
BMW,Z4,2004,Manual,39000,Petrol,330,31,3,8750
Mercedes,GLS Class,2019,Automatic,20429,Diesel,145,37.2,3,45550
Toyota,Avensis,2018,Manual,25883,Diesel,145,67.3,1.6,12000
Hyundai,Santa Fe,2017,Semi-Auto,21891,Diesel,240,42.8,2.2,19750
BMW,6 Series,2015,Automatic,62953,Diesel,160,51.4,3,18990
Mercedes,X-CLASS,2019,Automatic,500,Diesel,260,35.8,2.3,26995
Hyundai,Santa Fe,2015,Semi-Auto,29823,Diesel,260,41.5,2.2,15975
Hyundai,Santa Fe,2019,Semi-Auto,2251,Diesel,145,40.9,2.2,32280
BMW,X7,2019,Semi-Auto,5283,Diesel,145,33.6,3,69995
VW,Arteon,2019,Semi-Auto,2936,Diesel,145,55.4,2,26995
Mercedes,CLS Class,2019,Semi-Auto,11886,Diesel,145,48.7,2.9,51540
VW,CC,2016,Semi-Auto,4289,Petrol,200,39.2,1.8,15000
VW,Caddy Maxi Life,2019,Manual,2759,Diesel,145,57.7,2,19999
Toyota,Prius,2014,Automatic,50647,Hybrid,0,134.5,1.8,15362
Toyota,Camry,2020,Automatic,10000,Hybrid,135,52.3,2.5,26490
BMW,7 Series,2019,Semi-Auto,2212,Diesel,145,42.2,3,45400
BMW,X6,2011,Automatic,96000,Diesel,300,37.7,3,13440
Toyota,GT86,2017,Manual,19420,Petrol,145,36.2,2,17250
BMW,M3,2009,Manual,65000,Petrol,580,21.9,4,16950
Mercedes,G Class,2019,Automatic,12000,Petrol,145,21.4,4,139948
Skoda,Rapid,2016,Manual,25183,Petrol,20,57.7,1.2,8495
BMW,Z4,2020,Semi-Auto,12,Petrol,145,38.7,2,30990
Skoda,Scala,2019,Manual,5,Petrol,145,49.6,1,15490
Hyundai,IX35,2014,Manual,27410,Diesel,165,51.4,2,10499
Toyota,Hilux,2016,Manual,51840,Diesel,260,38.7,2.5,11292
Audi,SQ5,2017,Automatic,13000,Petrol,150,34,3,38995
Mercedes,CLS Class,2011,Automatic,54000,Diesel,200,46.3,3,12995
Ford,Edge,2019,Semi-Auto,1461,Diesel,145,37.2,2,32397
Audi,A7,2019,Automatic,3000,Diesel,145,47.1,2,35845
Toyota,Hilux,2018,Manual,34868,Diesel,260,40.4,2.4,21998
VW,Tiguan Allspace,2019,Semi-Auto,6008,Petrol,145,35.8,1.5,27990
Toyota,Hilux,2016,Manual,55232,Diesel,260,36.7,3,14485
Ford,KA,2014,Manual,39987,Petrol,30,57.7,1.2,4591
Mercedes,GLS Class,2019,Automatic,2010,Diesel,145,34,3,67600
VW,CC,2015,Semi-Auto,56508,Diesel,145,54.3,2,10775
Hyundai,I800,2018,Manual,34168,Diesel,145,37.7,2.5,15000
Mercedes,CLS Class,2017,Semi-Auto,8591,Petrol,150,39.2,3.5,28995
BMW,X7,2019,Automatic,5929,Diesel,145,31.4,3,72500
Hyundai,IX20,2016,Automatic,7275,Petrol,160,43.5,1.6,9995
Hyundai,Santa Fe,2013,Semi-Auto,72854,Diesel,260,41.5,2.2,12245
Hyundai,Santa Fe,2017,Manual,48034,Diesel,205,47.1,2.2,15998
Toyota,Verso,2016,Automatic,9444,Other,160,43.5,1.8,16700
Skoda,Scala,2019,Manual,100,Diesel,145,57.7,1.6,16295
Toyota,Avensis,2013,Manual,95059,Diesel,30,62.8,2,5990
Mercedes,SLK,2007,Automatic,74000,Petrol,325,32.1,1.8,5290
Audi,RS5,2019,Semi-Auto,7800,Petrol,145,29.7,2.9,54990
VW,Caddy Maxi Life,2018,Manual,1959,Diesel,150,57.7,2,16991
Mercedes,CLS Class,2019,Semi-Auto,5919,Diesel,145,48.7,2.9,34980
Vauxhall,Zafira Tourer,2017,Automatic,11460,Petrol,200,40.9,1.4,12500
VW,Jetta,2016,Manual,73500,Diesel,20,70.6,2,7995
Hyundai,Santa Fe,2018,Manual,27410,Diesel,145,47.1,2.2,18495
VW,Beetle,2016,Automatic,43268,Diesel,125,58.9,2,13480
Hyundai,Santa Fe,2018,Manual,17452,Diesel,145,47.1,2.2,20749
Mercedes,V Class,2018,Manual,11323,Diesel,145,46.3,2.1,20998
Audi,A8,2017,Automatic,16975,Petrol,555,28.2,4,43990
Mercedes,SLK,2000,Automatic,87000,Petrol,265,27.2,3.2,1490
Ford,Grand C-MAX,2015,Manual,29950,Diesel,30,64.2,1.5,9499
Skoda,Scala,2019,Automatic,1500,Petrol,145,47.1,1,18995
Mercedes,GLS Class,2019,Automatic,6224,Diesel,145,30.4,3,69990
Vauxhall,GTC,2016,Manual,17887,Petrol,160,47.1,1.4,10590
BMW,X4,2019,Semi-Auto,6747,Petrol,145,26.9,3,41980
Skoda,Scala,2020,Semi-Auto,4112,Petrol,145,45.6,1.5,17650
Ford,Grand C-MAX,2011,Manual,48718,Petrol,200,40.9,1.6,6499
Hyundai,Santa Fe,2017,Semi-Auto,28847,Diesel,240,42.8,2.2,21499
Ford,Tourneo Custom,2019,Manual,5609,Diesel,145,35.3,2,21400
BMW,M4,2019,Automatic,1326,Petrol,145,34,3,40000
Toyota,Avensis,2006,Manual,125000,Petrol,240,39.2,1.8,1990
Ford,Edge,2018,Automatic,20318,Diesel,145,47.9,2,25500
Mercedes,V Class,2019,Semi-Auto,10593,Diesel,145,45.6,2.2,37995
Mercedes,V Class,2018,Manual,22033,Diesel,145,46.3,2.1,20498
Vauxhall,GTC,2016,Automatic,21716,Petrol,200,42.8,1.4,10998
Ford,Grand C-MAX,2017,Manual,27800,Diesel,30,64.2,1.5,9990
Audi,A8,2020,Semi-Auto,1100,Diesel,145,40.4,3,52995
Mercedes,CLS Class,2015,Automatic,29417,Diesel,160,51.4,3,20995
Toyota,Prius,2017,Automatic,19870,Hybrid,0,94.1,1.8,18999
VW,Arteon,2018,Manual,7813,Diesel,145,65.7,2,21502
Skoda,Scala,2019,Semi-Auto,4169,Petrol,145,47.1,1,15998
VW,Caravelle,2019,Semi-Auto,3544,Diesel,145,32.8,2,39950
Ford,Grand C-MAX,2018,Manual,13202,Petrol,145,47.1,1,13000
VW,Caddy Maxi Life,2019,Semi-Auto,10000,Diesel,150,46.3,2,20950
VW,Scirocco,2015,Manual,33145,Diesel,20,55.4,2,14495
Ford,KA,2009,Manual,92000,Petrol,30,55.4,1.2,2350
Ford,Puma,2020,Manual,1977,Petrol,150,49.6,1,22999
Ford,Edge,2016,Manual,52368,Diesel,165,48.7,2,15000
Audi,A7,2017,Semi-Auto,34201,Diesel,145,52.3,3,26500
VW,Arteon,2019,Automatic,5000,Petrol,145,47.1,2,28900
Mercedes,GLS Class,2017,Semi-Auto,22219,Diesel,145,37.2,3,41962
Ford,Galaxy,2019,Manual,5612,Diesel,145,55.4,2,27300
Audi,Q8,2019,Automatic,3000,Diesel,145,33.6,3,58500
Skoda,Rapid,2017,Manual,15858,Petrol,150,61.4,1,10495
BMW,M4,2019,Semi-Auto,12,Petrol,145,34,3,41945
BMW,X4,2019,Automatic,155,Diesel,145,40.9,3,39500
BMW,X7,2020,Semi-Auto,6137,Diesel,145,33.6,3,63990
Skoda,Yeti,2014,Manual,41936,Diesel,205,48.7,2,9980
BMW,M4,2015,Manual,37538,Petrol,325,32.1,3,29197
Mercedes,S Class,2019,Semi-Auto,10655,Diesel,145,52.3,3,47980
VW,Amarok,2020,Automatic,2451,Diesel,260,33.6,3,39999
Audi,RS4,2020,Semi-Auto,2000,Petrol,145,29.1,2.9,69950
Toyota,Hilux,2018,Manual,30084,Diesel,265,40.4,2.4,23498
Audi,A7,2011,Automatic,74408,Diesel,145,53.3,3,12750
Skoda,Kamiq,2020,Semi-Auto,1294,Diesel,145,53.3,1.6,22295
Audi,A8,2019,Automatic,178,Diesel,145,39.2,3,52850
Ford,Grand C-MAX,2016,Manual,38670,Diesel,30,64.2,1.5,9126
VW,Jetta,2016,Semi-Auto,19019,Diesel,30,62.8,2,11495
Mercedes,S Class,2017,Semi-Auto,39872,Diesel,145,50.4,3,27498
Mercedes,S Class,2018,Semi-Auto,12811,Diesel,145,52.3,3,43899
Ford,Puma,2020,Manual,899,Petrol,150,49.6,1,23970
Mercedes,CLA Class,2017,Automatic,24107,Diesel,150,67.3,2.1,20000
BMW,M6,2014,Automatic,53249,Petrol,565,28.5,4.4,28490
BMW,X4,2018,Semi-Auto,4135,Diesel,145,37.2,3,40000
Skoda,Rapid,2017,Manual,28996,Diesel,150,74.3,1.4,8999
Skoda,Scala,2019,Semi-Auto,1901,Petrol,145,45.6,1.5,17485
VW,Caddy Maxi Life,2019,Semi-Auto,13507,Diesel,150,54.3,2,18495
BMW,M4,2019,Semi-Auto,1501,Petrol,145,32.5,3,46000
Audi,A7,2019,Automatic,10,Diesel,145,52.3,3,33990
Ford,Tourneo Custom,2019,Automatic,5000,Diesel,150,32.8,2,25995
VW,Scirocco,2016,Manual,35980,Petrol,125,52.3,1.4,9975
Audi,A7,2013,Automatic,75775,Diesel,200,47.9,3,14899
VW,CC,2013,Automatic,41858,Diesel,145,54.3,2,9680
Mercedes,S Class,2015,Automatic,8052,Petrol,325,31.7,4.7,32249
Vauxhall,Combo Life,2018,Manual,10000,Diesel,145,53.3,1.5,13500
Hyundai,IX20,2017,Manual,14554,Petrol,125,50.4,1.4,8000
Ford,Galaxy,2016,Semi-Auto,34145,Diesel,145,52.3,2,15870
Skoda,Kamiq,2019,Semi-Auto,1250,Petrol,145,44.1,1.5,19495
BMW,6 Series,2018,Semi-Auto,21525,Diesel,145,49.6,3,28495
Toyota,Prius,2017,Automatic,15661,Hybrid,135,85.6,1.8,19990
VW,Arteon,2018,Manual,5317,Diesel,145,61.4,2,20899
VW,Scirocco,2015,Manual,41001,Diesel,20,55.4,2,11998
VW,Tiguan Allspace,2019,Automatic,4000,Diesel,145,38.7,2,29491
Mercedes,V Class,2019,Automatic,677,Diesel,145,36.7,2,47995
Ford,Puma,2019,Manual,1606,Petrol,145,50.4,1,23999
Hyundai,I800,2018,Manual,37485,Diesel,145,28,2.5,15498
Ford,KA,2014,Manual,53417,Petrol,30,57.7,1.2,3295
Toyota,Verso,2016,Manual,37305,Diesel,30,62.8,1.6,11295
Mercedes,CLA Class,2020,Automatic,2700,Petrol,145,44.8,1.3,32900
Toyota,Avensis,2016,Manual,56501,Diesel,20,67.3,1.6,9295
Mercedes,CLA Class,2018,Automatic,32197,Petrol,145,52.3,1.6,18400
Skoda,Rapid,2017,Manual,83,Diesel,150,67.3,1.6,10995
Hyundai,Santa Fe,2019,Semi-Auto,2000,Diesel,145,39.8,2.2,32000
Hyundai,I40,2017,Manual,38472,Diesel,145,65.7,1.7,9999
Skoda,Scala,2019,Manual,4942,Diesel,150,57.7,1.6,14980
Skoda,Rapid,2014,Semi-Auto,53286,Diesel,30,62.8,1.6,6995
Ford,Grand C-MAX,2019,Manual,6375,Petrol,145,47.9,1,14199
BMW,Z4,2019,Semi-Auto,5465,Petrol,145,38.7,2,29941
Audi,A8,2019,Automatic,3000,Diesel,145,40.4,3,39995
Mercedes,M Class,2015,Automatic,75358,Diesel,200,39.2,2.1,19689
Ford,KA,2016,Manual,6160,Petrol,30,57.7,1.2,6451
BMW,8 Series,2020,Semi-Auto,151,Diesel,145,26.7,3,79991
Hyundai,I800,2018,Automatic,33244,Diesel,145,28,2.5,15995
Toyota,Hilux,2015,Automatic,38841,Diesel,260,32.8,3,17495
VW,Scirocco,2017,Semi-Auto,10990,Petrol,145,44.1,2,15995
BMW,M5,2016,Semi-Auto,49689,Petrol,565,28.5,4.4,25999
Ford,Grand C-MAX,2017,Manual,29684,Diesel,30,64.2,1.5,10498
Skoda,Scala,2019,Semi-Auto,4569,Petrol,145,45.6,1.5,17489
BMW,X4,2014,Manual,44678,Diesel,160,52.3,2,16700
Vauxhall,Combo Life,2018,Manual,12679,Diesel,145,53.3,1.5,12770
BMW,X6,2020,Semi-Auto,1075,Petrol,150,26.4,3,54975
Skoda,Scala,2019,Manual,5421,Diesel,145,57.7,1.6,14980
BMW,Z4,2020,Semi-Auto,5,Petrol,145,37.2,2,35850
VW,Amarok,2018,Automatic,31000,Diesel,260,36.2,3,26000
VW,Arteon,2019,Manual,50,Diesel,145,52.3,2,26498
VW,Arteon,2019,Semi-Auto,8494,Diesel,145,44.1,2,28990
VW,Arteon,2018,Automatic,4350,Petrol,145,40.4,1.5,22450
Hyundai,I800,2017,Automatic,35154,Diesel,325,33.6,2.5,15985
Hyundai,I40,2013,Manual,76698,Diesel,30,62.8,1.7,5495
Hyundai,I800,2018,Manual,38984,Diesel,150,37.7,2.5,14900
BMW,6 Series,2015,Automatic,72720,Diesel,160,49.6,3,16250
Mercedes,GLS Class,2018,Automatic,13609,Diesel,145,37.2,3,42248
Skoda,Scala,2019,Automatic,3500,Petrol,150,47.1,1,16980
VW,Scirocco,2014,Semi-Auto,28000,Diesel,30,57.6,2,11990
BMW,X7,2019,Automatic,3890,Diesel,145,33.6,3,64789
Audi,SQ7,2017,Semi-Auto,23000,Diesel,145,39.2,4,59950
Mercedes,CLS Class,2013,Automatic,54238,Diesel,145,54.3,2.1,12210
VW,Caddy Maxi Life,2019,Automatic,12174,Diesel,145,44.1,2,19000
BMW,7 Series,2019,Automatic,4202,Diesel,145,41.5,3,50850
Audi,Q8,2019,Automatic,10521,Diesel,145,33.6,3,48642
Mercedes,V Class,2019,Semi-Auto,3238,Diesel,145,36.7,2,51000
Toyota,GT86,2020,Manual,650,Petrol,145,33.2,2,28000
VW,Amarok,2019,Automatic,1120,Diesel,260,33.6,3,36990
Hyundai,Santa Fe,2017,Manual,41109,Diesel,200,47.1,2.2,18670
Ford,Puma,2020,Manual,1137,Petrol,145,50.4,1,23999
Ford,Puma,2020,Manual,999,Petrol,145,49.6,1,23780
Mercedes,SLK,2014,Semi-Auto,69866,Diesel,145,56.5,2,11100
Skoda,Rapid,2017,Manual,19691,Petrol,145,62.8,1,8595
Mercedes,CLS Class,2016,Semi-Auto,23020,Diesel,125,57.7,2.1,20099
VW,Arteon,2019,Automatic,8686,Diesel,145,60.1,2,29495
BMW,X4,2019,Semi-Auto,9829,Diesel,145,42.8,2,34999
Hyundai,IX20,2017,Manual,22861,Petrol,145,50.4,1.4,8998
VW,CC,2016,Automatic,89603,Diesel,125,58.9,2,9588
Hyundai,Santa Fe,2016,Automatic,26294,Diesel,235,42.8,2.2,17650
VW,California,2019,Semi-Auto,3500,Diesel,260,32.1,2,54995
BMW,7 Series,2017,Semi-Auto,34024,Hybrid,0,128.4,2,34000
Toyota,Prius,2018,Automatic,31786,Hybrid,135,235,1.8,22890
Ford,Galaxy,2019,Semi-Auto,4960,Diesel,145,53.3,2,22990
Hyundai,IX20,2015,Manual,20077,Petrol,125,50.4,1.4,7998
Ford,Grand Tourneo Connect,2019,Manual,5589,Diesel,145,61.4,1.5,19500
Hyundai,IX20,2016,Manual,14600,Petrol,125,50.4,1.4,9191
Vauxhall,GTC,2016,Manual,34372,Petrol,160,47.1,1.4,6940
Toyota,GT86,2019,Manual,1751,Petrol,145,33.2,2,23980
VW,Tiguan Allspace,2018,Semi-Auto,15979,Diesel,150,47.9,2,24495
Mercedes,V Class,2018,Manual,21681,Diesel,145,46.3,2.1,20498
Audi,RS6,2014,Automatic,43752,Petrol,555,28.8,4,44491
Mercedes,GLS Class,2018,Automatic,5987,Diesel,145,37.2,3,46532
Vauxhall,Agila,2011,Automatic,19079,Petrol,145,49.6,1.2,5499
Skoda,Yeti,2017,Manual,19025,Petrol,125,51.4,1.2,12495
Vauxhall,Combo Life,2018,Manual,9428,Diesel,145,53.3,1.5,14499
Ford,Grand C-MAX,2017,Manual,29881,Petrol,30,54.3,1,11500
Mercedes,CLS Class,2019,Automatic,3130,Diesel,145,48.7,2.9,34979
Skoda,Yeti,2016,Manual,28120,Petrol,125,51.4,1.2,10995
Mercedes,GLB Class,2020,Semi-Auto,4500,Diesel,145,47.9,2,35995
Mercedes,SLK,2014,Semi-Auto,32171,Diesel,145,56.5,2,12998
VW,Caddy Maxi Life,2020,Semi-Auto,2134,Diesel,150,46.3,2,21995
VW,CC,2016,Manual,36700,Diesel,30,62.8,2,10850
Mercedes,CLA Class,2019,Automatic,3138,Petrol,145,44.1,1.3,26899
BMW,Z4,2020,Semi-Auto,5,Petrol,145,37.2,2,35850
Ford,KA,2016,Manual,21466,Petrol,145,57.7,1.2,6995
Hyundai,I40,2018,Manual,30734,Diesel,145,67.3,1.7,12295
Hyundai,I800,2018,Automatic,32543,Diesel,145,28,2.5,17680
Ford,Edge,2019,Semi-Auto,5542,Diesel,145,37.2,2,32599
VW,Scirocco,2015,Manual,36406,Diesel,30,53.3,2,12990
Mercedes,V Class,2019,Semi-Auto,3257,Diesel,145,44.8,2.2,39980
Ford,Grand C-MAX,2016,Manual,12249,Diesel,30,64.2,1.5,10799
Hyundai,I40,2013,Automatic,60790,Diesel,205,47.1,1.7,6750
Vauxhall,Combo Life,2019,Manual,4396,Diesel,145,53.3,1.5,15000
VW,Arteon,2019,Automatic,2500,Diesel,145,50.4,2,27500
Mercedes,V Class,2018,Manual,24949.95781,Diesel,145,46.3,2.1,20498
VW,Arteon,2019,Semi-Auto,2269,Petrol,145,40.4,1.5,24995
